soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,soil_type,crop_type,growth_stage,prev_irrigation,hours_since_irrigation,irrigation_required,water_quantity,duration_minutes,risk_level
45.1,40.43,82.97,3.89,95.2,23.6,Peaty,Wheat,Flowering,8.7,23.6,0,0.0,0.0,Medium
69.15,34.85,94.3,0.1,46.4,39.5,Silty,Groundnut,Flowering,9.9,0.0,0,0.0,0.0,Medium
73.46,38.57,53.57,0.4,40.8,8.5,Silty,Tomato,Fruiting,26.7,27.9,0,0.0,0.0,Medium
17.58,38.15,41.9,2.36,11.9,13.9,Loamy,Wheat,Maturity,16.4,25.0,1,15.1,10.0,High
75.63,34.25,27.33,0.85,53.8,1.8,Sandy,Sugarcane,Germination,6.8,35.3,0,0.0,0.0,Medium
68.19,42.05,80.54,0.83,49.8,16.9,Sandy,Cotton,Maturity,24.0,7.7,0,0.0,0.0,Medium
60.29,35.97,38.6,0.57,6.8,20.0,Loamy,Groundnut,Germination,1.8,39.0,0,0.0,0.0,Medium
55.1,16.26,46.64,3.33,95.2,32.2,Peaty,Wheat,Maturity,8.4,55.0,0,0.0,0.0,Low
20.81,29.75,65.54,3.24,19.0,4.5,Loamy,Maize,Flowering,27.4,24.9,1,33.0,19.7,High
85.82,18.69,66.91,0.03,71.0,30.6,Loamy,Wheat,Vegetative,18.8,13.0,0,0.0,0.0,Low
74.26,42.08,63.43,0.63,97.5,35.4,Peaty,Tomato,Vegetative,7.3,16.0,0,0.0,0.0,Medium
74.0,36.19,46.88,1.98,83.3,20.9,Peaty,Groundnut,Flowering,12.4,10.8,0,0.0,0.0,Medium
48.71,21.48,32.02,0.32,21.5,22.5,Peaty,Rice,Vegetative,8.4,61.2,1,12.3,7.1,High
68.29,16.96,28.13,15.44,97.1,30.9,Peaty,Cotton,Fruiting,15.2,18.5,0,0.0,0.0,Low
54.14,44.27,69.91,1.74,8.3,8.5,Peaty,Tomato,Germination,14.9,1.4,1,5.0,3.0,High
68.28,18.37,59.82,0.22,29.2,37.1,Clay,Wheat,Fruiting,24.9,36.5,0,0.0,0.0,Low
48.27,28.68,63.19,2.99,98.7,33.8,Peaty,Wheat,Germination,5.1,47.3,0,0.0,0.0,Low
47.22,24.78,45.35,0.49,65.2,28.4,Peaty,Groundnut,Fruiting,7.6,11.1,0,0.0,0.0,Low
80.17,20.52,73.69,0.01,89.0,25.3,Loamy,Rice,Flowering,9.9,9.1,0,0.0,0.0,Low
78.74,39.74,72.43,2.46,68.9,21.6,Silty,Tomato,Vegetative,6.8,32.8,0,0.0,0.0,Medium
63.75,26.09,28.59,0.45,52.7,7.0,Loamy,Cotton,Fruiting,25.0,25.1,0,0.0,0.0,Low
65.39,22.63,24.95,1.33,58.5,2.4,Loamy,Rice,Flowering,1.6,55.3,0,0.0,0.0,Medium
85.19,34.96,33.17,3.56,73.1,32.1,Clay,Groundnut,Vegetative,13.2,65.1,0,0.0,0.0,Medium
56.3,21.48,76.12,1.16,72.5,15.0,Loamy,Groundnut,Germination,28.8,15.1,0,0.0,0.0,Low
70.34,41.39,34.92,10.11,66.6,34.2,Loamy,Wheat,Vegetative,7.1,40.9,0,0.0,0.0,Medium
64.51,24.82,36.73,4.52,14.3,17.1,Silty,Tomato,Maturity,17.2,39.9,0,0.0,0.0,Low
82.59,27.17,38.5,6.28,64.3,18.0,Peaty,Sugarcane,Vegetative,11.4,33.5,0,0.0,0.0,Low
54.17,15.95,65.6,0.55,25.6,39.1,Sandy,Wheat,Vegetative,25.7,64.6,0,0.0,0.0,Low
58.6,18.36,88.53,3.75,80.5,21.2,Silty,Maize,Germination,16.1,23.7,0,0.0,0.0,Low
71.28,39.41,59.87,1.2,8.4,6.9,Peaty,Maize,Germination,18.2,17.1,0,0.0,0.0,Medium
53.92,24.97,40.8,2.5,55.8,0.6,Sandy,Wheat,Germination,23.6,44.3,0,0.0,0.0,Low
75.13,31.02,41.29,7.56,99.0,34.8,Peaty,Sugarcane,Fruiting,8.3,31.0,0,0.0,0.0,Low
75.8,22.72,41.25,3.0,65.1,8.3,Loamy,Rice,Fruiting,27.8,54.5,0,0.0,0.0,Low
62.98,27.68,90.24,0.21,19.3,24.3,Sandy,Cotton,Germination,27.5,40.2,0,0.0,0.0,Low
73.06,23.61,75.86,0.53,33.9,24.2,Peaty,Maize,Fruiting,19.1,67.7,0,0.0,0.0,Low
46.62,37.65,31.75,0.54,35.4,10.6,Loamy,Tomato,Maturity,18.1,31.4,1,6.4,3.6,Medium
66.85,27.17,62.52,3.46,85.1,9.4,Clay,Tomato,Germination,16.5,25.0,0,0.0,0.0,Low
37.99,45.16,84.27,5.45,51.4,18.7,Sandy,Sugarcane,Maturity,5.9,64.5,1,9.2,5.5,High
66.18,30.62,57.47,0.6,42.9,34.9,Loamy,Wheat,Germination,19.8,71.8,0,0.0,0.0,Low
75.01,38.68,72.08,6.18,66.9,4.8,Loamy,Maize,Fruiting,22.3,60.6,0,0.0,0.0,Medium
87.95,35.6,59.43,1.64,44.0,37.8,Sandy,Rice,Maturity,25.9,29.3,0,0.0,0.0,Medium
72.33,29.75,57.47,0.59,90.4,14.0,Loamy,Rice,Maturity,4.6,37.0,0,0.0,0.0,Low
32.27,41.65,70.93,8.6,15.2,37.7,Loamy,Maize,Vegetative,16.4,35.2,0,0.0,0.0,High
88.0,30.35,61.7,7.01,91.9,26.0,Peaty,Tomato,Flowering,15.2,28.0,0,0.0,0.0,Low
90.78,24.46,93.17,1.07,85.4,8.5,Loamy,Rice,Vegetative,10.6,14.1,0,0.0,0.0,Low
89.99,30.15,48.5,1.47,61.9,27.7,Silty,Maize,Maturity,17.1,15.6,0,0.0,0.0,Low
42.19,37.07,74.36,0.31,15.0,31.5,Loamy,Cotton,Vegetative,24.6,13.3,1,5.0,4.3,Medium
31.82,19.24,67.41,1.29,0.6,23.0,Silty,Tomato,Vegetative,26.6,67.2,1,17.9,9.6,Medium
42.6,36.83,92.3,4.29,29.8,21.9,Clay,Wheat,Vegetative,17.0,41.2,1,5.0,3.0,Medium
79.02,31.86,22.66,2.17,53.5,2.1,Silty,Rice,Vegetative,6.3,57.2,0,0.0,0.0,Low
92.62,19.88,66.34,2.46,90.5,32.6,Peaty,Sugarcane,Flowering,14.0,56.7,0,0.0,0.0,Low
54.0,30.98,53.48,0.36,74.2,5.2,Clay,Wheat,Flowering,3.8,0.5,0,0.0,0.0,Low
35.59,38.79,93.25,8.11,54.5,14.2,Silty,Groundnut,Vegetative,9.9,31.8,0,0.0,0.0,High
84.15,29.37,24.63,7.73,84.7,15.9,Silty,Maize,Maturity,9.4,52.6,0,0.0,0.0,Low
53.69,32.37,83.0,8.18,26.9,24.3,Loamy,Cotton,Flowering,6.8,29.3,0,0.0,0.0,Low
72.03,35.01,45.78,3.25,86.4,25.0,Silty,Tomato,Germination,27.6,60.1,0,0.0,0.0,Medium
11.32,38.37,36.11,1.28,47.9,13.9,Peaty,Groundnut,Germination,27.3,20.6,1,12.4,6.9,High
75.7,29.34,88.81,2.0,40.5,26.0,Clay,Maize,Maturity,1.5,11.0,0,0.0,0.0,Low
59.29,19.51,49.35,0.89,54.9,29.5,Silty,Cotton,Fruiting,15.5,61.6,0,0.0,0.0,Low
79.37,44.06,48.41,0.78,86.9,8.0,Clay,Groundnut,Vegetative,1.0,1.4,0,0.0,0.0,Medium
27.64,19.11,72.15,3.71,1.5,27.8,Sandy,Groundnut,Fruiting,19.7,50.9,1,5.5,3.0,Medium
47.85,27.95,52.88,1.43,2.9,31.6,Clay,Tomato,Vegetative,15.9,18.4,1,8.3,5.6,Medium
44.8,19.35,42.8,5.82,78.8,25.8,Clay,Groundnut,Maturity,28.6,22.0,0,0.0,0.0,Low
53.89,16.26,28.16,3.85,15.5,17.7,Loamy,Rice,Maturity,12.6,5.6,1,8.8,5.4,Medium
77.14,30.33,44.5,0.28,19.7,31.8,Silty,Tomato,Vegetative,4.5,49.0,0,0.0,0.0,Low
62.59,21.58,48.78,2.86,37.9,28.3,Silty,Wheat,Fruiting,6.3,29.2,0,0.0,0.0,Low
86.85,24.11,21.47,5.9,58.4,6.8,Loamy,Rice,Germination,7.6,16.4,0,0.0,0.0,Low
21.48,18.49,86.79,1.55,3.3,22.3,Clay,Cotton,Fruiting,7.1,11.6,1,23.9,14.2,Medium
88.07,32.24,43.74,2.85,62.4,33.7,Sandy,Tomato,Flowering,4.3,12.2,0,0.0,0.0,Low
83.68,44.07,28.61,0.85,86.8,23.4,Peaty,Rice,Germination,17.8,18.2,0,0.0,0.0,Medium
50.76,21.8,83.45,0.29,98.2,19.0,Loamy,Groundnut,Flowering,10.6,1.1,0,0.0,0.0,Low
41.65,38.09,82.55,1.03,16.2,27.5,Peaty,Sugarcane,Maturity,25.7,34.6,1,12.0,7.9,High
83.32,22.4,37.51,0.88,98.7,13.4,Loamy,Maize,Fruiting,28.8,59.0,0,0.0,0.0,Low
39.01,43.31,88.43,0.55,28.8,23.6,Peaty,Groundnut,Fruiting,3.6,26.6,1,5.5,4.2,High
49.06,30.01,26.41,4.05,22.0,3.9,Loamy,Tomato,Germination,2.2,45.3,1,5.0,3.0,Medium
46.32,37.12,67.44,4.2,50.0,7.0,Loamy,Rice,Germination,14.4,14.8,1,10.3,5.3,High
93.61,17.41,56.36,0.17,99.8,14.3,Peaty,Wheat,Flowering,23.2,29.6,0,0.0,0.0,Low
84.2,44.21,29.94,0.51,4.2,10.4,Silty,Rice,Vegetative,5.9,39.4,0,0.0,0.0,Medium
85.71,34.68,91.66,3.92,41.8,29.9,Silty,Rice,Vegetative,9.8,50.8,0,0.0,0.0,Medium
90.23,39.17,26.68,6.24,68.1,37.1,Clay,Maize,Vegetative,11.4,61.7,0,0.0,0.0,Medium
76.19,28.74,44.64,5.91,79.5,39.7,Silty,Tomato,Maturity,17.3,68.2,0,0.0,0.0,Low
52.26,16.92,52.02,13.24,45.3,25.2,Silty,Cotton,Germination,19.9,37.3,0,0.0,0.0,Low
63.18,25.54,89.09,3.88,59.4,22.4,Sandy,Rice,Maturity,17.6,55.6,0,0.0,0.0,Medium
53.02,27.18,67.93,3.94,23.2,17.3,Clay,Wheat,Vegetative,29.6,23.4,0,0.0,0.0,Low
60.27,41.66,75.99,5.85,29.0,32.0,Peaty,Rice,Maturity,0.6,3.1,1,5.0,3.0,High
54.5,27.24,46.63,3.1,18.3,38.1,Sandy,Cotton,Fruiting,28.7,20.0,0,0.0,0.0,Low
23.1,35.78,36.32,0.1,29.2,1.5,Sandy,Wheat,Fruiting,19.1,53.6,1,9.1,7.8,High
24.36,31.83,89.95,13.93,42.3,17.1,Sandy,Wheat,Maturity,15.0,67.7,0,0.0,0.0,High
48.23,19.21,72.8,2.04,63.4,1.8,Silty,Groundnut,Germination,17.7,33.1,0,0.0,0.0,Low
38.49,27.06,43.31,7.33,4.0,27.6,Loamy,Wheat,Germination,11.3,46.9,1,5.0,3.7,Medium
77.28,24.19,65.93,2.29,94.0,17.4,Clay,Wheat,Germination,17.8,49.3,0,0.0,0.0,Low
71.53,36.83,57.1,0.88,75.9,37.0,Peaty,Sugarcane,Flowering,24.0,12.4,0,0.0,0.0,Medium
50.81,32.86,84.83,9.11,34.5,19.5,Clay,Sugarcane,Vegetative,12.3,57.3,0,0.0,0.0,Medium
81.73,20.47,39.69,1.35,88.1,36.3,Peaty,Maize,Germination,13.2,37.2,0,0.0,0.0,Low
57.44,20.48,34.99,0.73,1.6,28.6,Silty,Sugarcane,Germination,0.7,26.6,1,5.9,3.6,Medium
32.83,24.95,81.79,5.82,37.5,17.3,Peaty,Tomato,Flowering,13.0,19.8,1,18.1,10.5,Medium
68.62,23.67,46.58,0.84,94.3,16.8,Peaty,Sugarcane,Flowering,14.0,13.3,0,0.0,0.0,Low
33.86,39.14,48.63,3.5,38.9,6.6,Silty,Groundnut,Germination,16.7,3.0,1,5.0,3.8,High
62.89,21.17,20.72,0.33,88.4,2.9,Sandy,Cotton,Germination,7.5,2.7,0,0.0,0.0,Low
76.32,44.79,59.38,2.47,55.4,19.4,Silty,Maize,Vegetative,7.3,7.8,0,0.0,0.0,Medium
70.36,21.97,87.66,0.75,86.6,20.5,Loamy,Wheat,Maturity,11.2,7.5,0,0.0,0.0,Low
55.27,43.04,76.02,1.81,45.4,39.8,Loamy,Sugarcane,Flowering,2.8,38.8,1,9.6,6.7,High
90.11,18.96,33.56,0.87,81.5,15.1,Loamy,Maize,Germination,8.2,62.0,0,0.0,0.0,Low
66.85,27.27,90.11,3.06,83.7,24.8,Loamy,Maize,Flowering,22.1,16.6,0,0.0,0.0,Low
11.57,39.62,56.89,1.28,50.5,30.2,Sandy,Groundnut,Maturity,16.4,34.5,1,8.2,5.1,High
64.62,43.04,78.58,3.39,77.6,8.0,Silty,Maize,Maturity,9.5,43.6,0,0.0,0.0,Medium
41.56,30.83,62.43,1.45,32.2,34.1,Loamy,Rice,Vegetative,18.8,28.4,1,19.6,10.7,High
36.91,37.87,30.55,1.82,6.3,1.1,Silty,Sugarcane,Flowering,22.7,32.0,1,27.8,17.5,High
90.45,18.1,80.04,4.9,61.9,23.2,Loamy,Wheat,Flowering,5.3,44.4,0,0.0,0.0,Low
58.67,29.15,72.62,1.43,61.5,22.8,Silty,Wheat,Fruiting,14.6,5.0,0,0.0,0.0,Low
69.41,34.7,60.07,4.61,51.4,13.3,Silty,Tomato,Flowering,2.0,20.8,0,0.0,0.0,Medium
45.14,23.2,45.37,5.56,95.9,0.7,Sandy,Cotton,Flowering,25.9,9.8,0,0.0,0.0,Low
71.58,33.85,58.37,5.87,84.6,8.7,Clay,Wheat,Germination,23.5,62.4,0,0.0,0.0,Medium
12.79,28.06,78.31,1.6,31.9,3.6,Loamy,Cotton,Flowering,13.2,25.0,1,35.1,21.5,High
93.48,18.5,29.53,0.59,79.3,11.0,Loamy,Maize,Fruiting,24.3,49.3,0,0.0,0.0,Low
70.6,28.64,29.73,0.56,11.2,27.2,Peaty,Rice,Flowering,16.7,7.1,0,0.0,0.0,Low
71.95,18.95,27.22,0.08,77.0,27.8,Loamy,Groundnut,Germination,23.0,71.9,0,0.0,0.0,Low
89.33,31.78,29.25,13.32,49.0,18.1,Clay,Sugarcane,Germination,25.9,32.9,0,0.0,0.0,Low
37.58,34.19,91.68,2.52,27.0,32.5,Clay,Wheat,Germination,7.2,40.1,1,5.0,3.0,Medium
80.66,19.46,45.75,3.02,74.0,6.4,Silty,Tomato,Germination,5.4,16.0,0,0.0,0.0,Low
87.18,36.12,62.47,0.57,76.7,29.4,Sandy,Wheat,Germination,13.9,64.3,0,0.0,0.0,Medium
50.25,21.24,28.91,8.5,83.0,30.6,Loamy,Cotton,Vegetative,24.2,43.8,0,0.0,0.0,Low
20.0,40.06,65.42,21.2,50.7,26.9,Sandy,Wheat,Fruiting,24.4,44.9,0,0.0,0.0,High
45.63,21.41,86.51,1.93,17.3,17.2,Sandy,Sugarcane,Fruiting,11.3,35.8,1,13.2,6.7,Medium
56.82,23.13,26.22,2.11,45.1,28.6,Loamy,Maize,Flowering,10.3,35.7,0,0.0,0.0,Low
53.13,41.82,86.46,4.28,40.1,14.8,Clay,Groundnut,Fruiting,18.2,43.2,0,0.0,0.0,Medium
26.49,33.14,39.01,0.16,40.8,33.9,Silty,Tomato,Flowering,22.3,33.7,1,25.4,15.0,High
24.94,36.12,61.3,0.27,30.8,5.7,Silty,Maize,Maturity,9.0,6.9,1,18.6,9.5,High
64.36,22.63,62.11,0.02,98.5,9.2,Loamy,Tomato,Vegetative,22.2,17.9,0,0.0,0.0,Low
66.21,43.47,28.68,1.57,88.3,15.5,Sandy,Wheat,Vegetative,20.0,47.9,0,0.0,0.0,Medium
55.08,22.3,47.58,0.83,68.3,24.1,Peaty,Cotton,Vegetative,26.5,33.2,0,0.0,0.0,Low
49.34,33.18,46.56,1.26,56.5,36.9,Silty,Sugarcane,Fruiting,11.4,64.2,1,14.3,8.9,Medium
78.84,45.06,53.93,1.4,60.7,27.3,Silty,Groundnut,Vegetative,14.2,23.9,0,0.0,0.0,Medium
15.14,18.21,60.16,4.56,25.1,20.1,Clay,Groundnut,Flowering,25.2,25.2,1,27.6,17.8,High
71.57,36.4,21.86,1.2,8.6,36.8,Silty,Tomato,Flowering,29.0,46.3,0,0.0,0.0,Medium
22.0,17.98,35.28,0.12,14.5,36.5,Sandy,Cotton,Germination,19.9,49.8,1,7.1,6.3,Medium
68.24,36.12,33.43,0.75,38.2,24.5,Sandy,Cotton,Maturity,23.5,40.2,0,0.0,0.0,Medium
63.78,30.74,93.98,1.04,61.8,27.8,Loamy,Tomato,Germination,17.7,22.6,0,0.0,0.0,Low
79.24,15.72,25.11,4.79,14.0,28.0,Sandy,Rice,Flowering,29.9,50.1,0,0.0,0.0,Low
51.37,19.81,85.57,8.08,40.0,12.2,Loamy,Sugarcane,Fruiting,25.8,49.1,0,0.0,0.0,Medium
53.77,16.59,56.18,1.84,14.6,15.8,Loamy,Cotton,Maturity,11.0,22.3,0,0.0,0.0,Low
82.27,44.67,76.26,3.25,69.3,36.0,Peaty,Maize,Germination,22.8,15.6,0,0.0,0.0,Medium
90.76,16.56,48.07,4.09,86.9,21.6,Loamy,Rice,Maturity,0.8,32.8,0,0.0,0.0,Low
44.77,34.95,79.84,4.09,2.0,7.0,Loamy,Rice,Maturity,2.6,52.6,1,16.2,9.2,High
60.11,19.82,86.85,2.77,18.4,28.2,Clay,Groundnut,Flowering,9.9,40.1,0,0.0,0.0,Low
88.05,25.9,54.18,1.15,61.2,2.5,Silty,Tomato,Fruiting,5.2,45.6,0,0.0,0.0,Low
89.68,40.05,28.52,2.35,67.6,9.2,Peaty,Cotton,Vegetative,14.4,22.7,0,0.0,0.0,Medium
90.54,20.45,57.76,4.02,65.8,28.8,Sandy,Tomato,Fruiting,29.0,33.0,0,0.0,0.0,Low
93.03,37.39,57.95,1.38,96.9,37.6,Peaty,Cotton,Fruiting,6.6,52.5,0,0.0,0.0,Medium
42.5,39.9,93.08,4.98,27.1,32.8,Loamy,Tomato,Vegetative,15.5,57.3,1,9.9,6.2,High
21.29,30.36,65.74,0.2,3.2,16.8,Loamy,Groundnut,Fruiting,22.8,48.1,1,15.0,8.7,Medium
64.88,40.72,23.81,7.44,46.6,38.6,Silty,Sugarcane,Fruiting,7.1,70.2,1,5.5,3.0,High
36.09,34.18,92.51,1.09,39.7,18.5,Silty,Maize,Germination,24.5,6.6,1,10.4,6.5,Medium
63.95,16.49,78.44,1.2,93.1,24.7,Peaty,Groundnut,Vegetative,16.9,32.9,0,0.0,0.0,Low
73.36,42.49,53.22,1.3,49.1,36.0,Loamy,Wheat,Fruiting,29.1,16.5,0,0.0,0.0,Medium
32.1,26.73,55.74,0.41,50.5,6.9,Peaty,Groundnut,Maturity,14.8,68.2,1,5.0,4.4,Medium
20.35,26.85,82.55,0.44,34.0,14.5,Loamy,Maize,Vegetative,25.4,60.1,1,25.0,15.7,High
47.99,29.62,80.49,1.97,20.3,32.4,Clay,Maize,Maturity,28.7,38.5,1,5.4,4.3,Medium
23.31,41.31,41.03,0.32,20.5,7.1,Peaty,Groundnut,Maturity,7.0,34.5,1,7.6,5.2,High
71.53,25.72,22.19,1.42,67.1,32.5,Sandy,Groundnut,Vegetative,20.7,60.0,0,0.0,0.0,Low
88.29,39.76,31.5,2.21,42.2,39.7,Peaty,Sugarcane,Flowering,3.8,65.4,0,0.0,0.0,Medium
64.18,22.06,45.21,7.23,98.0,3.5,Silty,Wheat,Maturity,4.5,20.0,0,0.0,0.0,Low
73.91,24.62,21.73,18.72,68.3,17.0,Silty,Sugarcane,Flowering,0.1,11.1,0,0.0,0.0,Low
49.4,34.65,57.7,6.25,53.3,17.8,Loamy,Maize,Vegetative,23.5,1.3,0,0.0,0.0,Medium
94.13,43.64,64.36,2.98,93.5,20.6,Silty,Maize,Flowering,4.8,38.7,0,0.0,0.0,Medium
56.8,21.38,88.22,6.9,29.4,3.3,Sandy,Tomato,Germination,13.5,10.3,0,0.0,0.0,Low
66.35,39.87,87.57,1.02,32.1,4.0,Silty,Maize,Fruiting,8.3,34.6,0,0.0,0.0,Medium
90.61,31.56,74.32,0.51,87.2,30.9,Peaty,Maize,Vegetative,10.2,19.9,0,0.0,0.0,Low
82.0,37.11,86.77,0.1,10.0,29.5,Peaty,Rice,Flowering,18.2,52.6,1,6.0,3.7,Medium
91.67,37.65,68.0,5.1,78.1,21.0,Sandy,Cotton,Vegetative,21.1,14.5,0,0.0,0.0,Medium
13.54,31.59,85.84,2.04,35.1,31.9,Loamy,Groundnut,Fruiting,28.8,24.5,1,24.4,16.1,High
93.92,16.02,34.89,3.51,69.5,23.3,Loamy,Maize,Fruiting,12.5,30.0,0,0.0,0.0,Low
62.31,23.72,50.37,0.22,94.3,7.3,Silty,Tomato,Germination,19.4,52.1,0,0.0,0.0,Low
27.1,17.93,78.91,2.6,50.0,35.1,Loamy,Tomato,Germination,29.7,61.5,1,12.8,5.7,High
69.43,23.73,42.15,4.48,12.9,32.9,Loamy,Sugarcane,Maturity,16.2,16.5,0,0.0,0.0,Low
83.2,21.99,77.04,3.06,20.7,31.8,Peaty,Sugarcane,Germination,1.8,55.6,0,0.0,0.0,Low
31.58,42.85,40.03,3.15,49.6,10.7,Sandy,Tomato,Vegetative,28.7,40.4,1,16.2,11.1,High
63.69,40.06,70.62,1.46,35.9,6.0,Sandy,Cotton,Maturity,3.6,34.0,0,0.0,0.0,Medium
84.8,31.56,76.54,6.31,79.4,5.0,Peaty,Wheat,Vegetative,17.4,33.8,0,0.0,0.0,Low
64.23,18.31,83.41,4.47,93.2,23.5,Silty,Groundnut,Fruiting,3.1,61.2,0,0.0,0.0,Low
70.2,30.98,34.46,2.25,70.7,30.8,Sandy,Cotton,Germination,6.5,66.7,0,0.0,0.0,Low
47.94,29.23,37.6,0.04,46.9,21.5,Silty,Groundnut,Vegetative,24.8,18.2,0,0.0,0.0,Low
59.06,25.9,69.12,5.1,54.7,5.3,Clay,Sugarcane,Fruiting,3.8,6.4,0,0.0,0.0,Medium
68.08,22.98,85.82,3.72,55.2,0.8,Peaty,Tomato,Maturity,16.6,45.2,0,0.0,0.0,Low
44.42,28.49,34.2,2.67,56.7,21.0,Loamy,Rice,Maturity,27.8,42.6,1,14.4,9.5,High
57.15,44.69,74.88,2.77,17.2,23.5,Sandy,Groundnut,Flowering,22.1,56.0,1,6.0,3.0,Medium
49.51,15.57,71.48,5.31,8.5,17.7,Sandy,Rice,Fruiting,18.3,56.6,1,8.9,4.1,High
85.44,18.67,30.05,6.35,5.8,3.7,Silty,Rice,Maturity,16.7,28.2,0,0.0,0.0,Low
66.7,33.42,87.78,0.06,66.0,11.5,Clay,Maize,Vegetative,6.7,59.2,0,0.0,0.0,Medium
43.85,31.29,26.27,2.21,75.6,0.3,Loamy,Groundnut,Flowering,14.0,62.8,0,0.0,0.0,Low
60.84,29.71,53.14,1.93,61.6,9.2,Silty,Maize,Germination,26.4,45.6,0,0.0,0.0,Low
79.07,18.04,32.45,3.21,2.2,0.7,Loamy,Sugarcane,Fruiting,5.0,66.2,0,0.0,0.0,Low
46.02,31.25,56.76,0.22,84.1,20.5,Loamy,Groundnut,Germination,4.1,36.9,0,0.0,0.0,Low
57.66,36.99,80.88,1.48,13.4,27.6,Silty,Sugarcane,Germination,28.5,13.9,1,5.2,3.5,Medium
25.37,17.51,44.49,0.76,22.4,18.3,Silty,Tomato,Vegetative,29.9,50.1,1,22.3,12.8,High
40.87,19.24,43.95,2.22,11.3,19.1,Silty,Wheat,Germination,7.0,14.4,1,5.0,3.0,Medium
45.25,19.42,72.75,6.87,17.8,24.1,Peaty,Tomato,Flowering,2.6,52.3,1,6.8,4.3,Medium
27.94,20.53,67.98,1.14,47.6,33.4,Sandy,Tomato,Vegetative,18.6,67.9,1,12.5,7.6,High
63.63,26.08,26.37,2.96,25.0,28.1,Silty,Groundnut,Vegetative,15.8,43.1,0,0.0,0.0,Low
87.92,36.83,44.04,5.36,23.9,25.4,Silty,Sugarcane,Fruiting,17.2,57.6,0,0.0,0.0,Medium
78.06,31.42,27.52,8.3,18.5,35.7,Loamy,Maize,Maturity,26.3,48.8,0,0.0,0.0,Low
75.03,19.74,85.89,0.41,73.9,7.3,Peaty,Tomato,Flowering,6.2,24.0,0,0.0,0.0,Low
90.15,18.0,40.69,4.58,5.2,26.4,Silty,Rice,Flowering,18.5,51.3,0,0.0,0.0,Low
63.22,22.73,34.59,2.64,79.5,35.0,Sandy,Groundnut,Maturity,11.2,49.5,0,0.0,0.0,Low
41.82,30.15,29.64,0.54,90.2,9.1,Sandy,Groundnut,Maturity,21.9,49.2,0,0.0,0.0,Low
80.92,30.11,64.49,4.87,40.1,8.4,Sandy,Rice,Maturity,17.8,64.7,0,0.0,0.0,Low
62.23,43.34,26.64,0.56,82.0,19.6,Peaty,Maize,Maturity,8.6,71.6,0,0.0,0.0,Medium
57.07,43.65,52.19,2.65,92.2,20.7,Sandy,Wheat,Vegetative,11.4,27.0,0,0.0,0.0,Medium
40.13,20.78,76.97,0.44,28.1,22.4,Peaty,Wheat,Flowering,28.7,61.0,1,6.0,3.8,Medium
31.47,30.96,23.59,2.9,45.3,25.6,Sandy,Wheat,Maturity,27.2,19.5,1,5.1,3.2,Medium
70.3,35.29,39.58,3.5,61.2,28.6,Loamy,Rice,Germination,3.8,60.5,1,5.0,4.1,Medium
63.39,25.23,58.29,6.89,33.3,32.3,Silty,Maize,Fruiting,9.2,24.5,0,0.0,0.0,Low
70.11,17.89,91.61,5.4,7.1,37.3,Silty,Wheat,Flowering,1.3,14.5,0,0.0,0.0,Low
61.32,16.23,55.83,0.29,24.5,25.6,Peaty,Sugarcane,Vegetative,11.3,67.0,1,5.0,3.0,Medium
21.34,28.05,35.52,4.28,49.2,21.9,Loamy,Maize,Germination,18.7,14.6,1,16.2,8.4,High
69.23,33.35,66.71,2.8,55.9,32.9,Silty,Maize,Vegetative,12.5,45.8,0,0.0,0.0,Medium
88.6,16.85,78.26,0.43,96.2,3.3,Loamy,Rice,Germination,10.8,53.0,0,0.0,0.0,Low
50.39,15.16,91.15,2.52,25.8,25.5,Loamy,Groundnut,Vegetative,21.9,1.2,0,0.0,0.0,Low
59.87,17.33,86.48,0.87,74.0,11.0,Loamy,Maize,Flowering,3.2,61.9,0,0.0,0.0,Low
39.33,30.15,22.22,6.75,17.8,11.8,Loamy,Cotton,Vegetative,8.1,2.9,1,5.0,3.0,Medium
80.64,18.98,39.37,3.71,89.3,27.6,Clay,Rice,Fruiting,15.4,51.3,0,0.0,0.0,Low
76.04,27.92,28.7,4.22,68.9,15.8,Clay,Sugarcane,Vegetative,4.7,54.3,0,0.0,0.0,Low
69.35,42.72,48.15,0.08,82.8,28.3,Silty,Sugarcane,Germination,17.9,59.4,0,0.0,0.0,Medium
83.86,21.94,39.83,0.15,98.3,9.9,Sandy,Maize,Fruiting,0.8,56.4,0,0.0,0.0,Low
43.72,15.41,79.22,1.55,52.5,26.5,Loamy,Maize,Fruiting,1.5,18.2,0,0.0,0.0,Medium
64.18,39.35,91.26,0.1,91.0,15.2,Sandy,Tomato,Germination,3.1,55.6,0,0.0,0.0,Medium
92.09,35.1,33.07,1.46,76.4,11.4,Sandy,Sugarcane,Vegetative,27.4,39.8,0,0.0,0.0,Medium
40.26,38.0,94.66,0.56,7.6,29.8,Sandy,Maize,Maturity,6.4,37.8,1,5.0,3.7,High
58.65,31.22,59.18,8.54,61.7,28.6,Silty,Maize,Flowering,21.5,19.1,0,0.0,0.0,Low
60.63,39.63,88.71,10.42,15.9,14.2,Loamy,Cotton,Fruiting,28.0,1.0,0,0.0,0.0,Medium
68.62,37.4,50.54,10.31,69.4,1.9,Silty,Maize,Vegetative,16.9,10.2,0,0.0,0.0,Medium
